Case Number,Status,Source,Incident Date,Incident Time,Incident Location,Incident City,Incident State,Incident Zip,Incident County,Lure Animal,Lure Candy,Lure Money,Lure Ride,Lure Other,Lure Other Detail,How Got Away,How Got Away Detail,Child ID 1,Child ID 2,Child ID 3,Child ID 4,Child ID 5,Child ID 6,Child Race 1,Child Race 2,Child Race 3,Child Race 4,Child Race 5,Child Race 6,Child Gender 1,Child Gender 2,Child Gender 3,Child Gender 4,Child Gender 5,Child Gender 6,Child Approximate Age 1,Child Approximate Age 2,Child Approximate Age 3,Child Approximate Age 4,Child Approximate Age 5,Child Approximate Age 6,Offender Gender 1,Offender Gender 2,Offender Gender 3,Offender Perceived Age 1,Offender Perceived Age 2,Offender Perceived Age 3,Offender Race 1,Offender Race 2,Offender Race 3,Vehicle Type,Vehicle Color
1268104,Closed,Internet,05/09/16,3:00 PM,Magnolia Dr,Bentonville,AR,72712,Benton,0,0,0,0,-1,Question,Ran Away,,562509,,,,,,Unknown,,,,,,Unknown,,,,,,Unknown,,,,,,Male,,,,,,White,,,"Sedan, 4 door",White
1268106,Closed,Internet,04/28/16,7:00 AM,6600 Southgate Blvd,Margate,FL,33068,Broward,0,0,0,-1,-1,Question,Released,,562513,,,,,,Unknown,,,,,,Female,,,,,,10,,,,,,Male,,,,,,Black,,,Sport Utility,Gray
1268109,Closed,Internet,05/09/16,12:00 AM,NW LaSalle St,Bentonville,AR,72712,Benton,0,0,0,0,-1,Question,Unknown,,562519,,,,,,Unknown,,,,,,Unknown,,,,,,Unknown,,,,,,Male,,,,,,White,,,"Sedan, 4 door",White
1268110,Closed,Internet,05/01/16,12:00 AM,5881 Lake Worth Rd,Lake Worth,FL,33463,Palm Beach,0,0,0,0,-1,None,Unknown,,562522,,,,,,Unknown,,,,,,Unknown,,,,,,Unknown,,,,,,Male,,,,,,White,,,,
1268113,Closed,Internet,04/27/16,12:00 AM,201 E Hargett St,Raleigh,NC,27601,Wake,0,0,0,0,-1,None,Adult/Child Intervened,,562525,,,,,,Unknown,,,,,,Unknown,,,,,,Unknown,,,,,,Male,,,,,,White,,,,
1268122,Closed,Internet,05/01/16,3:00 PM,531 Pleasant St,Attleboro,MA,02703,Bristol,0,0,0,0,-1,Card tricks,Unknown,,562538,562541,562542,,,,Unknown,Unknown,Unknown,,,,Female,Male,Female,,,,7,4,Unknown,,,,Male,,,,,,White,,,,
1268125,Closed,Internet,05/11/16,12:00 AM,N Hwy 340,Parrottsville,TN,37843,Cocke,0,0,0,0,-1,Unknown,Ran Away,,562545,562547,,,,,Unknown,Unknown,,,,,Unknown,Unknown,,,,,5,8,,,,,Male,,,Unknown,,,White,,,Van,"Blue, Dark"
1268132,Closed,Internet,05/10/16,12:00 AM,Unknown,Florence,AL,,Lauderdale,0,0,0,0,-1,Unknown,Adult/Child Intervened,,562558,562560,,,,,Unknown,Unknown,,,,,Unknown,Unknown,,,,,Unknown,Unknown,,,,,Male,,,,,,White,,,Van,
1268721,Closed,Internet,05/10/16,12:00 AM,325 Avenue A NW,Winter Haven,FL,33881,Polk,0,0,0,0,-1,Whisper,Ran Away,,563373,,,,,,Unknown,,,,,,Female,,,,,,7,,,,,,Male,,,,,,White,,,,
1268722,Closed,Internet,05/11/16,12:00 AM,100 Lake Morton Dr,Lakeland,FL,33801,Polk,0,0,0,0,-1,None,Other,Suspect left the area,563375,,,,,,Unknown,,,,,,Unknown,,,,,,Unknown,,,,,,Male,,,,,,White,,,,
1268811,Closed,Internet,05/17/16,12:00 AM,2003 S Zarzarmora St,San Antonio,TX,78226,Bexar,0,0,0,0,-1,None,Unknown,,563486,,,,,,Unknown,,,,,,Female,,,,,,Unknown,,,,,,Male,,,,,,Hispanic,,,,
1268846,Closed,Internet,05/23/16,5:20 PM,14359 2nd St,Whittier,CA,90605,Los Angeles,0,0,0,0,-1,None,Ran Away,,563530,,,,,,Unknown,,,,,,Female,,,,,,12,,,,,,Male,,,,,,White,,,,
1268891,Closed,Internet,05/22/16,10:30 AM,4700 Skidaway Rd,Savannah,GA,31404,Chatham,0,0,0,0,-1,None,Adult/Child Intervened,,563587,,,,,,Unknown,,,,,,Female,,,,,,16,,,,,,Male,,,,,,Black,,,,
1268894,Closed,Internet,05/17/16,1:06 PM,3069 Boone Trail,Fayetteville,NC,28304,Cumberland,0,0,0,0,-1,None,Adult/Child Intervened,,563591,563592,,,,,Unknown,Unknown,,,,,Unknown,Unknown,,,,,2,0,,,,,Male,,,,,,White,,,,
1268897,Closed,Internet,05/17/16,8:30 PM,20 S Main St,West Hartford,CT,06107,Hartford,0,0,0,0,-1,None,Ignored/Refused,Child left the area,563597,,,,,,Unknown,,,,,,Female,,,,,,17,,,,,,Male,,,,,,Black,,,,
1268901,Closed,Internet,05/23/16,7:00 PM,2627 S Oneida St,Green Bay,WI,54304,Brown,0,0,0,0,-1,None,Unknown,,563601,,,,,,Unknown,,,,,,Female,,,,,,Unknown,,,,,,Male,,,,,,White,,,,Black
1268903,Closed,Internet,05/12/16,12:00 AM,405 Pleasant Hill Rd,Lilburn,GA,30047,Gwinnett,0,0,0,0,-1,None,Other,Children walked away,563605,563608,,,,,Unknown,Unknown,,,,,Female,Female,,,,,15,15,,,,,Male,,,Unknown,,,White,,,,
1268906,Closed,Internet,05/16/16,8:30 AM,Pelham Rd,Fort Walton Beach,FL,32547,Okaloosa,0,-1,0,0,0,,Other,Suspect left the area,563614,,,,,,Unknown,,,,,,Female,,,,,,9,,,,,,Male,,,Unknown,,,Unknown,,,Van,Green
1268909,Closed,Internet,05/18/16,8:30 PM,10 Mounds Blvd,St. Paul,MN,55106,Ramsey,0,0,0,0,-1,Unknown,Adult/Child Intervened,,563613,563615,,,,,Unknown,Unknown,,,,,Female,Male,,,,,4,1,,,,,Male,Female,,,,,Unknown,Unknown,,,
1268914,Closed,Internet,05/24/16,8:15 AM,2300 Harness Way,Greenwood,IN,46143,Johnson,0,-1,0,0,0,,Adult/Child Intervened,,563620,563622,,,,,Unknown,Unknown,,,,,Male,Female,,,,,4,9,,,,,Male,,,Unknown,,,White,,,Pickup Truck,White
1268917,Closed,Internet,05/04/16,8:00 PM,300 Champions Blvd,San Marcos,TX,78666,Hays,0,0,0,0,-1,None,Ran Away,,563625,,,,,,Unknown,,,,,,Female,,,,,,Unknown,,,,,,Male,,,,,,Hispanic,,,,
1268918,Closed,Internet,05/15/16,7:00 PM,Old Norcross Rd & Herrington Rd,Lawrenceville,GA,30044,Gwinnett,0,0,0,0,-1,None,Adult/Child Intervened,,563626,563628,563629,,,,Unknown,Unknown,Unknown,,,,Unknown,Unknown,Unknown,,,,10,11,13,,,,Male,,,Unknown,,,Black,,,,
1268922,Closed,Internet,05/23/16,4:00 PM,W Riverview Ave,Dayton,OH,45402,Montgomery,0,0,0,0,-1,None,Unknown,,563635,,,,,,Unknown,,,,,,Unknown,,,,,,Unknown,,,,,,Male,,,,,,Black,,,,
1268925,Closed,Internet,05/17/16,5:30 PM,1600 Westwick Ave,Norfolk,NE,68701,Madison,0,0,0,0,-1,None,Other,Suspect left the scene.,563640,,,,,,Unknown,,,,,,Unknown,,,,,,Unknown,,,,,,Male,,,,,,White,,,Pickup Truck,
1268928,Closed,Internet,05/14/16,12:00 AM,600 N Orchard Knob Ave,Chattanooga,TN,37404,Hamilton,0,0,0,0,-1,None,Adult/Child Intervened,The male child called police to report the incident.,563644,563646,,,,,Unknown,Unknown,,,,,Female,Male,,,,,11,11,,,,,Male,,,,,,Black,,,,
1268932,Closed,Internet,05/15/16,12:00 AM,Citico Ave & N Orchard Knob Ave,Chattanooga,TN,37404,Hamilton,0,0,0,0,-1,Question,Unknown,,563652,563653,,,,,Unknown,Unknown,,,,,Male,Female,,,,,11,11,,,,,Male,,,,,,Black,,,,
1268991,Closed,Internet,05/10/16,8:30 AM,1421 Bird St,Oroville,CA,95965,Butte,0,0,0,0,-1,None,Ran Away,,563724,,,,,,Unknown,,,,,,Female,,,,,,14,,,,,,Male,,,,,,White,,,"Sedan, 4 door",Blue
1268992,Closed,Internet,05/11/16,12:00 AM,Campbell Ave,Oroville,CA,95965,Butte,0,0,0,0,-1,None,Ran Away,,563725,563726,563727,,,,Unknown,Unknown,Unknown,,,,Unknown,Unknown,Unknown,,,,Unknown,Unknown,Unknown,,,,Male,,,,,,White,,,"Sedan, 4 door",Blue
1268998,Closed,Internet,05/12/16,8:15 AM,2100 S 62nd St & S 63rd St,Milwaukee,WI,53219,Miwaukee,0,-1,0,0,0,,Ran Away,,563737,,,,,,Unknown,,,,,,Female,,,,,,Unknown,,,,,,Male,,,Unknown,,,White,,,,
1269032,Closed,Internet,05/23/16,8:50 PM,Post Rd & Todd Dr,Madison,WI,53713,Dane,0,0,0,0,-1,Questions; Comments,Ran Away,,563783,563784,563785,563786,,,Unknown,Unknown,Unknown,Unknown,,,Female,Female,Female,Male,,,15,10,8,8,,,Male,,,30-40,,,Unknown,,,,Gray
1269250,Closed,Internet,05/05/16,5:00 PM,5500 W Balmoral Ave,Chicago,IL,60630,Cook,0,0,0,0,-1,None,Ran Away,Broke free,564088,,,,,,Unknown,,,,,,Female,,,,,,15,,,,,,Male,,,20-25,,,Unknown,,,,
1269251,Closed,Internet,05/18/16,7:00 AM,12000 Elliott Ave,El Monte,CA,91732,Los Angeles,0,0,0,-1,0,,Ignored/Refused,Ran away,564089,,,,,,Unknown,,,,,,Female,,,,,,Unknown,,,,,,Male,,,,,,Hispanic,,,"Sedan, 4 door",Beige
1269254,Closed,Internet,05/18/16,12:00 PM,Arden Dr & Valley Blvd,El Monte,CA,91731,Los Angeles,0,0,0,0,-1,Question/Proposition,Ran Away,,564092,,,,,,Unknown,,,,,,Female,,,,,,Unknown,,,,,,Male,,,,,,Hispanic,,,"Sedan, 4 door",Beige
1269257,Closed,Internet,05/12/16,7:30 AM,2400 W Cortland St,Chicago,IL,60647,Cook,0,0,0,0,-1,None,Other,Subject fled,564095,,,,,,Unknown,,,,,,Female,,,,,,17,,,,,,Male,,,20-26,,,Black,,,,
1269259,Closed,Internet,05/12/16,6:30 AM,7800 S Kedzie Ave,Chicago,IL,60652,Cook,0,0,0,0,-1,Unknown,Ran Away,The child ignored the subject,564097,,,,,,Unknown,,,,,,Female,,,,,,Unknown,,,,,,Male,,,40-45,,,Black,,,,
1269260,Closed,Internet,05/28/16,8:30 PM,14077 Lakeshore Dr,Clearlake,CA,95422,Lake,0,0,0,0,-1,Conversation; Question,Released,,564098,,,,,,Unknown,,,,,,Male,,,,,,3,,,,,,Male,,,30-39,,,White,,,,
1269266,Closed,Internet,05/20/16,5:00 PM,Mt. Carmel Dr & Padre Tullio Dr,San Diego,CA,92173,San Diego,0,0,0,0,-1,None,Fought/Broke Free,,564105,,,,,,Unknown,,,,,,Female,,,,,,15,,,,,,Male,,,35-40,,,Hispanic,,,"Sedan, 4 door",Red
1269269,Closed,Internet,05/28/16,10:00 AM,16th Ave & 80th St,Brooklyn,NY,11214,New York,0,0,0,0,-1,None,Adult/Child Intervened,,564108,,,,,,Unknown,,,,,,Female,,,,,,3,,,,,,Female,,,30-39,,,Asian,,,,
1269450,Closed,Internet,05/31/16,5:00 PM,Elizabeth St & N Earl St,Earlville,IA,52041,Delaware,0,0,-1,0,-1,Assistance,Ignored/Refused,Ran away,564343,,,,,,White,,,,,,Female,,,,,,11,,,,,,Male,,,35-39,,,Unknown,,,"Sedan, 4 door",
1269708,Closed,Internet,05/28/16,7:00 PM,N Shiawassee St & M-21,Owosso,MI,48817,Shiawassee,0,0,0,0,-1,Toy,Other,Subject left the store,564687,,,,,,Unknown,,,,,,Male,,,,,,Unknown,,,,,,Male,,,Unknown,,,White,,,,
1269712,Closed,Internet,06/02/16,3:30 PM,S Platinum Ave & E Apple St,Deming,NM,88030,Luna,0,0,0,0,-1,None,Fought/Broke Free,Ran away,564691,,,,,,Unknown,,,,,,Female,,,,,,9,,,,,,Male,,,Unknown,,,Unknown,,,Motorcycle,
1269719,Closed,Internet,05/31/16,12:00 AM,100 E 25th St,Hibbing,MN,55746,St. Louis,0,0,0,0,-1,None,Adult/Child Intervened,,564698,,,,,,Unknown,,,,,,Female,,,,,,5,,,,,,Male,,,,,,White,,,,
1269724,Closed,Internet,06/01/16,12:00 AM,800 Grand St,Orlando,FL,32805,Orange,0,0,0,0,-1,Conversation,Adult/Child Intervened,,564705,,,,,,Unknown,,,,,,Male,,,,,,Unknown,,,,,,Female,,,,,,Black,,,,
1269729,Closed,Internet,05/23/16,12:00 AM,5335 Wisconsin Ave NW,Washington,DC,20015,District of Columbia,0,0,0,0,-1,Question,Fought/Broke Free,,564711,,,,,,Unknown,,,,,,Male,,,,,,17,,,,,,Male,,,,,,Black,,,,
1269780,Closed,Internet,06/06/16,10:54 AM,Unknown,Astoria,OR,97103,Clatsop,0,0,0,0,-1,None,Adult/Child Intervened,,564779,,,,,,Unknown,,,,,,Female,,,,,,5,,,,,,Male,,,,,,White,,,,
1269783,Closed,Internet,05/26/16,6:13 AM,1100 West Ave M,Temple,TX,76504,Bell,0,0,0,0,-1,Impersonation; Question; Help,Ran Away,,564785,,,,,,Unknown,,,,,,Male,,,,,,11,,,,,,Male,,,,,,White,,,,
1269786,Closed,Internet,06/06/16,8:00 PM,100 Walnut St,Agawam,MA,01001,Hampden,0,0,0,0,-1,None,Ran Away,The child was able to break free,564790,,,,,,White,,,,,,Female,,,,,,9,,,,,,Male,,,20-29,,,Black,,,Van,
1269789,Closed,Internet,05/27/16,8:00 PM,Brisbane Ave & Birmingham Rd,Westerville,OH,43081,Franklin,0,-1,0,0,0,,Ran Away,Refused,564795,,,,,,Unknown,,,,,,Male,,,,,,Unknown,,,,,,Male,,,Unknown,,,White,,,Van,
1269869,Closed,Internet,04/07/16,4:30 PM,5200 8th Rd S,Arlington,VA,22204,Arlington,0,0,0,-1,-1,Unknown,Ignored/Refused,Subject left the area,564890,564891,,,,,Unknown,Unknown,,,,,Male,Female,,,,,Unknown,Unknown,,,,,Male,,,30-39,,,Hispanic,,,Pickup Truck,Dark
1269870,Closed,Internet,05/23/16,3:25 PM,200 N Park Dr,Arlington,VA,22203,Arlington,0,0,0,0,-1,None,Other,Suspect drove away,564892,564897,,,,,Unknown,Unknown,,,,,Female,Female,,,,,Unknown,Unknown,,,,,Male,,,Unknown,,,Hispanic,,,Pickup Truck,"Blue, Dark"
1269871,Closed,Internet,05/25/16,3:30 PM,1300 N Stafford St,Arlington,VA,22201,Arlington,0,0,0,0,-1,None,Other,Subject left the area,564896,,,,,,Unknown,,,,,,Female,,,,,,Unknown,,,,,,Male,,,50-59,,,Unknown,,,,Black
1269886,Closed,Internet,05/27/16,1:00 PM,200 North 6th Street,Sunbury,PA,17801,Northumberland,0,-1,0,0,-1,Questions,Ignored/Refused,,564912,,,,,,Unknown,,,,,,Female,,,,,,6,,,,,,Male,,,Unknown,,,Black,,,,
1269887,Closed,Internet,05/17/16,9:37 AM,1400 N D St,San Bernardino,CA,92405,San Bernardino,0,0,0,0,-1,None,Adult/Child Intervened,,564913,,,,,,Unknown,,,,,,Female,,,,,,4 months,,,,,,Male,,,,,,Hispanic,,,,
1269895,Closed,Internet,05/25/16,6:30 PM,S 2nd St & Pine St,Sunbury,PA,17801,Northumberland,0,0,0,0,-1,Unknown,Adult/Child Intervened,,564922,,,,,,Unknown,,,,,,Male,,,,,,Unknown,,,,,,Male,,,30-49,,,Unknown,,,Van,Blue
1269901,Closed,Internet,05/27/16,12:00 AM,2400 Seaton St,Fremont,NE,68025,Dodge,0,-1,0,0,0,,Unknown,,564929,564933,564934,,,,Unknown,Unknown,Unknown,,,,Unknown,Unknown,Unknown,,,,Unknown,Unknown,Unknown,,,,Male,,,Unknown,,,Unknown,,,,
1269971,Closed,Internet,05/26/16,7:42 PM,900 Walnut St,Oolitic,IN,47451,Lawrence,0,0,0,0,-1,Question,Adult/Child Intervened,,565021,,,,,,Unknown,,,,,,Female,,,,,,1,,,,,,Male,,,,,,White,,,,
1269986,Closed,Internet,06/03/16,2:00 PM,N 11th St,Indiana,PA,15701,Indiana,0,0,0,0,-1,Questions,Other,Walked away; Called 911,565043,,,,,,Unknown,,,,,,Female,,,,,,11,,,,,,Male,,,,,,White,,,"Sedan, 4 door",Black
1270201,Closed,Internet,06/08/16,8:00 PM,5300 NW Meredith Dr & NW 53rd Ct,Des Moines,IA,50310,Polk,0,0,0,0,-1,None,Ran Away,,565355,,,,,,Unknown,,,,,,Female,,,,,,14,,,,,,Male,,,25-30,,,Black,,,,Gray
1270238,Closed,Internet,06/02/16,3:00 PM,Nipsic Ave,Bremerton,WA,98310,Kitsap,0,-1,0,0,0,,Ran Away,,565408,565409,,,,,Unknown,Unknown,,,,,Male,Male,,,,,Unknown,Unknown,,,,,Male,,,Unknown,,,White,,,,Black
1270414,Closed,Internet,06/14/16,4:45 PM,Sturdivant Dr & McManus Cir,Clarksville,TN,37042,Montgomery,0,-1,0,0,-1,Question,Ran Away,,565664,,,,,,Unknown,,,,,,Male,,,,,,10,,,,,,Male,Male,,40-49,25-26,,White,Black,,Van,Red
1270450,Closed,Internet,05/26/16,4:45 PM,New Mark Esplanade,Rockville,MD,20850,Montgomery,0,0,0,0,-1,None,Unknown,,565732,,,,,,Unknown,,,,,,Female,,,,,,Unknown,,,,,,Male,,,20-25,,,Black,,,,
1270469,Closed,Internet,06/08/16,7:00 AM,Center St and Roosevelt St,Wind Gap,PA,18091,Northampton,0,0,0,0,-1,None,Adult/Child Intervened,,565757,,,,,,Unknown,,,,,,Female,,,,,,Unknown,,,,,,Male,,,Unknown,,,Unknown,,,Van,Brown
1270472,Closed,Internet,06/05/16,7:30 PM,3000 S Kedvale Ave,Chicago,IL,60623,Cook,0,0,0,0,-1,Conversation; Waived,Other,Subject left the area,565760,,,,,,Unknown,,,,,,Female,,,,,,16,,,,,,Male,,,35-40,,,Hispanic,,,,
1270475,Closed,Internet,05/10/16,9:27 PM,Jerome Ave,Bronx,NY,10451,New York,0,0,0,0,-1,None,Adult/Child Intervened,,565763,,,,,,Unknown,,,,,,Male,,,,,,6,,,,,,Male,,,30,,,White,,,Sport Utility,Black
1270483,Closed,Internet,06/08/16,3:00 PM,W 7th St & Highlawn Ave,Brooklyn,NY,11223,New York,0,0,0,0,-1,None,Ran Away,Broke free; Screamed,565773,,,,,,Unknown,,,,,,Female,,,,,,11,,,,,,Male,,,20--30,,,White,,,,
1270485,Closed,Internet,06/07/16,4:00 PM,75 Jordan Ave,Brunswick,ME,04011,Cumberland,0,-1,0,0,0,,Ran Away,,565781,,,,,,Unknown,,,,,,Female,,,,,,11,,,,,,Male,,,Unknown,,,White,,,Pickup Truck,Black
1270744,Closed,Internet,06/03/16,8:30 PM,N Oak St,Ukiah,CA,95482,Mendocino,0,0,0,-1,-1,Question,Ignored/Refused,,566117,,,,,,Unknown,,,,,,Female,,,,,,14,,,,,,Male,,,25-35,,,Hispanic,,,,Red
1270750,Closed,Internet,06/05/16,12:00 AM,2414 W Mona Ave,McAllen,TX,78504,Hidalgo,-1,0,0,0,-1,Question,Ran Away,,566125,566128,,,,,Unknown,Unknown,,,,,Female,Male,,,,,Unknown,Unknown,,,,,Male,,,,,,Hispanic,,,,
1270755,Closed,Internet,06/03/16,6:00 PM,1000 N K St,Muskogee,OK,74403,Muskogeee,0,0,0,0,-1,None,Unknown,,566131,,,,,,Unknown,,,,,,Unknown,,,,,,Unknown,,,,,,Male,,,Unknown,,,White,,,Truck,Black
1270758,Closed,Internet,06/09/16,12:00 AM,Merida St & SW 21st St,San Antonio,TX,78207,Bexar,0,0,0,0,-1,Self-Defense,Unknown,,566136,566142,,,,,Unknown,Unknown,,,,,Male,Male,,,,,11,12,,,,,Male,,,,,,White,,,,
1270767,Closed,Internet,06/02/16,12:00 AM,Alder Cutoff Rd & Alder Mashell Rd E,Eatonville,WA,98328,Pierce,0,0,0,0,-1,None,Adult/Child Intervened,,566150,,,,,,Unknown,,,,,,Male,,,,,,9,,,,,,Male,,,,,,White,,,,
1270772,Closed,Internet,06/04/16,8:00 PM,Hemlock St,Vacaville,CA,95688,Solano,0,0,0,0,-1,None,Adult/Child Intervened,,566156,,,,,,Unknown,,,,,,Female,,,,,,5,,,,,,Male,,,,,,Hispanic,,,,
1270820,Closed,Internet,06/06/16,8:30 PM,14200 E Alameda Ave,Aurora,CO,80012,Arapahoe,0,0,0,0,-1,None,Adult/Child Intervened,,566237,566240,,,,,Unknown,Unknown,,,,,Female,Female,,,,,Unknown,Unknown,,,,,Male,,,,,,White,,,,
1270831,Closed,Internet,06/16/16,12:00 AM,Unknown,Portland,OR,,Multnomah,0,0,0,0,-1,None,Unknown,,566255,,,,,,Unknown,,,,,,Female,,,,,,13,,,,,,Male,,,,,,White,,,,
1270852,Closed,Internet,06/20/16,5:04 PM,1 Worcester Rd,Framingham,MA,01701,Middlesex,0,0,-1,0,0,,Ignored/Refused,,566283,,,,,,Unknown,,,,,,Female,,,,,,14,,,,,,Male,,,,,,White,,,,Cream
1270938,Closed,Internet,06/19/16,4:30 PM,7525 166th Ave NE,Redmond,WA,98052,King,0,0,0,-1,-1,Questions; Water; Music,Other,The subject fled.,566422,,,,,,Unknown,,,,,,Female,,,,,,11,,,,,,Male,,,40-49,,,White,,,Truck,Gray
1270940,Closed,Internet,06/06/16,5:00 PM,1900 New York Ave,Richmond,VA,23220,Richmond City,0,0,0,0,-1,None,Fought/Broke Free,,566424,,,,,,Unknown,,,,,,Male,,,,,,12,,,,,,Male,,,35,,,White,,,Van,White
1270942,Closed,Internet,06/14/16,12:00 AM,1300 Ave F,Fort Madison,IA,52627,Lee,0,0,-1,0,0,,Unknown,,566426,,,,,,Unknown,,,,,,Female,,,,,,Unknown,,,,,,Male,,,29-35,,,White,,,"Sedan, 4 door",White
1270951,Closed,Internet,06/18/16,5:00 PM,2905 District Ave,Fairfax,VA,22031,Fairfax,0,0,0,0,-1,None,Other,Suspect left the area,566439,,,,,,Unknown,,,,,,Female,,,,,,11,,,,,,Male,,,,,,Unknown,,,,Burgundy
1270960,Closed,Internet,06/19/16,8:45 PM,Locust St,Oak Grove,MO,64075,Jackson,0,0,0,0,-1,Questions,Other,The subject drove away.,566451,,,,,,Unknown,,,,,,Male,,,,,,Unknown,,,,,,Male,,,50-59,,,White,,,"Sedan, 4 door",White
1270961,Closed,Internet,06/21/16,3:45 AM,5900 L Street,Fairmount Heights,MD,20743,Prince George's,0,0,0,0,-1,None,Other,The child screamed,566452,,,,,,Black,,,,,,Male,,,,,,7,,,,,,Male,,,Unknown,,,Black,,,,
1270966,Closed,Internet,06/13/16,12:00 AM,N Sherman Blvd & Silver Spring Rd,Milwaukee,WI,53209,Milwaukee,0,0,0,0,-1,None,Adult/Child Intervened,,566463,,,,,,Unknown,,,,,,Female,,,,,,15,,,,,,Male,,,Unknown,,,Unknown,,,,
1270969,Closed,Internet,06/20/16,12:00 AM,800 State Ave,Hampton,IL,61256,Rock Island,0,-1,0,0,0,,Unknown,,566468,,,,,,Unknown,,,,,,Unknown,,,,,,Unknown,,,,,,Male,,,Unknown,,,Unknown,,,Van,"Blue, Light"
1270971,Closed,Internet,06/20/16,2:00 PM,Durant St & Macamley St,Buffalo,NY,14220,Erie,0,0,0,0,-1,None,Unknown,,566471,,,,,,Unknown,,,,,,Male,,,,,,12,,,,,,Male,,,Unknown,,,White,,,Van,White
1270972,Closed,Internet,06/18/16,7:00 PM,3700 Peachtree Rd,Atlanta,GA,30319,Dekalb,0,0,0,0,-1,None,Fought/Broke Free,,566474,,,,,,Unknown,,,,,,Female,,,,,,14,,,,,,Male,,,,,,Hispanic,,,,
1271152,Closed,Internet,06/23/16,2:30 AM,721 Richey St,Pasadena,TX,77506,Harris,0,0,0,0,-1,None,Ran Away,Screamed,566736,566737,,,,,Unknown,Unknown,,,,,Female,Unknown,,,,,9,Unknown,,,,,Male,,,25-29,,,Hispanic,,,,
1271262,Closed,Internet,06/24/16,3:45 PM,1550 Taft Ave,Oshkosh,WI,54902,Winnebago,0,0,0,0,-1,None,Adult/Child Intervened,,566872,,,,,,Unknown,,,,,,Female,,,,,,Unknown,,,,,,Male,,,,,,Unknown,,,,
1271275,Closed,Internet,06/01/16,12:00 AM,Concord St,Vidor,TX,77662,Orange,0,0,0,0,-1,Conversation; Question,Adult/Child Intervened,,566885,566889,,,,,Unknown,Unknown,,,,,Female,Female,,,,,Unknown,Unknown,,,,,Male,,,Unknown,,,Unknown,,,Pickup Truck,Gray
1271340,Closed,Internet,06/21/16,11:00 AM,Unknown,Dike,IA,50624,Grundy,0,0,-1,0,0,,Ran Away,,566982,,,,,,Unknown,,,,,,Female,,,,,,Unknown,,,,,,Male,,,,,,White,,,,Silver
1271348,Closed,Internet,06/15/16,12:00 AM,201 N 25th St,Louisville,KY,40212,Jefferson,0,0,0,0,-1,None,Adult/Child Intervened,,566992,,,,,,Unknown,,,,,,Female,,,,,,4,,,,,,Female,,,,,,White,,,,
1271349,Closed,Internet,06/15/16,12:00 AM,N 25th St,Louisville,KY,40212,Jefferson,0,0,0,0,-1,None,Adult/Child Intervened,,566994,,,,,,Unknown,,,,,,Unknown,,,,,,Unknown,,,,,,Female,,,,,,White,,,,
1271353,Closed,Internet,05/31/16,4:40 PM,100 N Stratford Rd,Moses Lake,WA,98837,Grant,0,0,0,0,-1,Held hand,Adult/Child Intervened,,567000,,,,,,Unknown,,,,,,Male,,,,,,6,,,,,,Female,,,,,,White,,,,
1271357,Closed,Internet,06/09/16,7:25 AM,Saulty Dr & Muddy Harbor Square,Sterling,VA,20165,Loudoun,0,0,0,0,-1,Question,Ran Away,Screamed,567007,,,,,,Unknown,,,,,,Female,,,,,,8,,,,,,Male,,,30-40,,,Unknown,,,,
1271359,Closed,Internet,05/28/16,12:00 AM,22nd St N,Columbus,MS,39701,Lowndes,0,0,0,0,-1,None,Unknown,,567012,,,,,,Unknown,,,,,,Unknown,,,,,,Unknown,,,,,,Male,,,,,,Black,,,,
1271361,Closed,Internet,06/13/16,2:20 AM,Warwick Road,Chicopee,MA,01020,Hampden,0,0,0,0,-1,None,Adult/Child Intervened,,567015,,,,,,Unknown,,,,,,Unknown,,,,,,Unknown,,,,,,Male,,,Unknown,,,Unknown,,,,
1271370,Closed,Internet,06/26/16,11:30 AM,200 Dallam Rd,Newark,DE,19711,New Castle,0,0,0,0,-1,Waived,Unknown,,567026,,,,,,Unknown,,,,,,Female,,,,,,3,,,,,,Male,,,Unknown,,,Unknown,,,,White
1271371,Closed,Internet,06/20/16,12:00 AM,Unknown,Ottawa,KS,,Franklin,0,0,0,0,-1,None,Ignored/Refused,,567029,,,,,,Unknown,,,,,,Unknown,,,,,,12,,,,,,Male,,,,,,Unknown,,,Pickup Truck,White
1271377,Closed,Internet,06/21/16,8:40 AM,3500 W Arthington St,Chicago,IL,60624,Cook,0,0,0,0,-1,Whistled,Ran Away,,567035,567037,567038,,,,Unknown,Unknown,Unknown,,,,Female,Male,Male,,,,12,5,5,,,,Male,,,30-40,,,Black,,,"Sedan, 4 door",Red
1271379,Closed,Internet,06/17/16,7:45 AM,9000 S Brandon Ave,Chicago,IL,60633,Cook,0,0,0,0,-1,None,Fought/Broke Free,,567039,,,,,,Unknown,,,,,,Female,,,,,,13,,,,,,Male,,,30-32,,,Black,,,,
1271417,Closed,Internet,03/03/16,7:30 PM,1400 Merritt Blvd,Dundalk,MD,21222,Baltimore,0,0,0,0,-1,None,Ran Away,,567087,,,,,,Unknown,,,,,,Female,,,,,,9,,,,,,Male,,,,,,White,,,,White
1271422,Closed,Internet,06/11/16,12:00 AM,768 Center St,Herndon,VA,20170,Fairfax,0,0,0,0,-1,None,Adult/Child Intervened,,567092,,,,,,Unknown,,,,,,Female,,,,,,Unknown,,,,,,Male,,,,,,White,,,,
